"Location","2010__White","2010__Black","2010__Hispanic","2010__Asian","2010__American Indian/Alaska Native","2010__Native Hawaiian/Other Pacific Islander","2010__Multiple Races","2010__Total","2011__White","2011__Black","2011__Hispanic","2011__Asian","2011__American Indian/Alaska Native","2011__Native Hawaiian/Other Pacific Islander","2011__Multiple Races","2011__Total","2012__White","2012__Black","2012__Hispanic","2012__Asian","2012__American Indian/Alaska Native","2012__Native Hawaiian/Other Pacific Islander","2012__Multiple Races","2012__Total","2013__White","2013__Black","2013__Hispanic","2013__Asian","2013__American Indian/Alaska Native","2013__Native Hawaiian/Other Pacific Islander","2013__Multiple Races","2013__Total","2014__White","2014__Black","2014__Hispanic","2014__Asian","2014__American Indian/Alaska Native","2014__Native Hawaiian/Other Pacific Islander","2014__Multiple Races","2014__Total","2015__White","2015__Black","2015__Hispanic","2015__Asian","2015__American Indian/Alaska Native","2015__Native Hawaiian/Other Pacific Islander","2015__Multiple Races","2015__Total","2016__White","2016__Black","2016__Hispanic","2016__Asian","2016__American Indian/Alaska Native","2016__Native Hawaiian/Other Pacific Islander","2016__Multiple Races","2016__Total","2017__White","2017__Black","2017__Hispanic","2017__Asian","2017__American Indian/Alaska Native","2017__Native Hawaiian/Other Pacific Islander","2017__Multiple Races","2017__Total","2018__White","2018__Black","2018__Hispanic","2018__Asian","2018__American Indian/Alaska Native","2018__Native Hawaiian/Other Pacific Islander","2018__Multiple Races","2018__Total","2019__White","2019__Black","2019__Hispanic","2019__Asian","2019__American Indian/Alaska Native","2019__Native Hawaiian/Other Pacific Islander","2019__Multiple Races","2019__Total",Footnotes
"United States","191844300","36217100","49603000","14275400","1997400","444100","6425000","300806200","192080600","36478000","50801600","14557700","2002400","441600","6718700","303080600","192305000","36797500","51773400","15067900","2022800","472200","6937700","305376600","192379500","37122600","52764900","15505700","2008700","448800","7275400","307505500","192419600","37599400","54059600","16156500","2006500","481900","7488800","310212200","192593600","37923800","55241300","16755300","1986900","466400","7810600","312777900","192537500","38081700","56144400","17004500","2041500","514600","8142200","314466400","192336100","38408000","57560600","17651200","2039400","502500","8524700","317022500","192117000","38655700","58483600","17844800","2082800","519500","8795000","318498500","191757100","38872200","59102900","18007200","2125700","528200","8856100","319249300","1"
"New Mexico","817900","33600","937600","22400","178000","N/A","28000","2018000","817500","31600","954900","22900","174500","N/A","34100","2036500","812200","34000","960400","25900","178400","N/A","27500","2039200","803000","33400","964500","25500","177200","N/A","35400","2040200","788200","34300","973700","30500","181300","N/A","28500","2036700","780300","33700","980800","27900","174500","N/A","36500","2035300","769600","33400","986700","30200","174600","N/A","33500","2029400","760000","32800","998200","25800","183800","N/A","36500","2038200","754700","37100","1004800","31200","181000","N/A","34500","2045300","750000","35000","1010200","32900","176600","N/A","36000","2041400"
"New York","10977600","2704600","3360400","1396000","44800","6400","370200","18860000","10958200","2709900","3419900","1409900","46800","2800","393000","18940500","10922400","2719700","3476600","1456800","42600","N/A","413700","19040100","10889900","2716400","3525400","1504300","45900","5800","431900","19119600","10836700","2744600","3585700","1561500","43700","2200","442000","19216400","10771000","2737800","3641400","1635600","40300","5900","437200","19269200","10683700","2727900","3665200","1627800","38800","6800","471300","19221500","10652400","2735300","3722400","1684600","41600","4700","474700","19315700","10508500","2684400","3665000","1618900","46200","N/A","490000","19016900","10432200","2651600","3649800","1625500","39100","N/A","507900","18908300"
"North Carolina","6042600","1926500","782500","201200","99700","3100","185600","9241100","6087000","1977200","805700","205600","102600","4000","170900","9353100","6107600","1992500","818900","219500","98300","6400","196000","9439200","6141200","2001700","839000","233400","102800","N/A","201300","9522500","6178500","2047800","865900","235200","100600","5800","199200","9632900","6213600","2063700","888700","259200","103300","N/A","203000","9733700","6255500","2069000","905300","267100","103800","5500","223800","9829900","6279300","2087600","935400","279600","106100","6200","254600","9948800","6314100","2095600","962600","294300","103700","6700","267400","10044400","6355400","2124200","987900","294400","112600","4800","260600","10139700"
"North Dakota","577700","7100","12200","7000","31500","N/A","11500","647200","582700","5000","14200","6300","35700","N/A","13000","657100","593700","10800","14700","7200","34200","N/A","8700","671900","606300","11100","15800","7000","38500","N/A","14400","693500","616200","14300","16900","7200","44400","N/A","9400","708400","626300","9800","24600","8500","35800","N/A","20300","726400","619700","18600","22500","5900","41400","N/A","17100","725900","614500","21100","24500","12200","40400","N/A","12400","726000","613100","22200","25800","14400","37500","N/A","17400","730600","614600","17900","29400","10400","38000","N/A","19100","731000"
"Ohio","9121200","1332000","341900","191100","16000","N/A","211800","11215700","9115300","1321700","349300","186300","14100","2000","235900","11224600","9073800","1333600","359300","190000","19500","3700","242100","11222100","9063000","1329300","366300","203100","12300","3400","262200","11239600","9045100","1347200","381000","211100","16200","N/A","266300","11270300","9026200","1349300","396000","224600","14700","N/A","278900","11293300","8975800","1365400","402900","225000","13100","3200","293300","11278700","8964000","1356900","420200","249700","17200","4200","311300","11323500","8947700","1376200","434900","260100","19200","N/A","314800","11355900","8918300","1380000","452300","260500","15800","N/A","321400","11351500"
"Oklahoma","2500900","246200","322400","61600","245900","N/A","255700","3635500","2507900","257900","337900","58400","247700","4.20E+03","250800","3664800","2510800","253500","346000","65800","272100","3.20E+03","238000","3689500","2521400","260100","357200","62900","286800","N/A","237700","3726900","2518200","263900","367200","73600","272900","N/A","249600","3749500","2524700","260000","383500","75200","259800","N/A","278100","3783700","2520400","260900","391400","71800","275300","7.20E+03","273800","3800800","2507400","262800","400200","78400","281500","5.30E+03","268100","3803700","2492200","267700","414200","78400","288000","1900","273600","3816100","2488200","262800","424600","78900","295000","4600","272800","3826900"
"Oregon","2954400","63200","441200","138300","41000","11300","114500","3764000","2959400","62900","457900","144800","42700","13800","112000","3793500","2975500","62700","464200","144200","39800","15300","123800","3825500","2985100","62000","473500","149900","36000","14400","130800","3851600","2996700","64200","485600","154300","33100","11900","143800","3889600","3029100","67500","499700","159600","36900","14200","141800","3948700","3064300","69800","510400","168000","37900","14500","149600","4014500","3079800","70500","529600","181500","35300","10300","155900","4063000","3091900","74300","545300","188400","39800","14200","156900","4110800","3097700","72900","553400","192000","38900","10900","163100","4128900"
"Pennsylvania","9805100","1244900","688600","337200","11300","N/A","204100","12293700","9791700","1247500","717300","342600","13500","N/A","205000","12318300","9760800","1262300","750700","349500","13000","N/A","209400","12347600","9704800","1283000","771900","364900","13200","N/A","205100","12344300","9659000","1286300","803900","385900","13700","N/A","217100","12368000","9614500","1267000","830600","407700","12800","N/A","251300","12386400","9553800","1272900","866000","404100","16600","3300","248000","12364700","9498700","1294800","906500","424000","12100","N/A","249900","12389100","9447800","1274800","939900","435300","12100","N/A","275500","12388100","9401500","1282000","960500","438000","14200","2300","279200","12377600"
"Rhode Island","771200","51600","128700","26800","N/A","N/A","28500","1009200","766700","49900","130600","29600","2900","N/A","27400","1007400","759200","48300","135700","30800","2700","N/A","31100","1007900","751900","52000","139200","29800","3800","N/A","31400","1008600","751600","54900","144300","32200","4300","N/A","26100","1013700","743500","52800","148000","33600","3300","N/A","32900","1014400","737600","56600","153300","33500","2600","N/A","28700","1013900","733300","54900","157900","35700","2800","N/A","30000","1015900","725400","57000","162700","34700","N/A","N/A","31600","1014000","717300","60300","169100","34000","2300","N/A","33900","1017100"
"South Carolina","2883300","1238700","220100","49900","10300","N/A","72700","4476500","2902500","1245000","231400","58800","12200","N/A","66900","4519500","2937500","1238900","234900","57400","13200","N/A","85500","4569100","2964300","1254800","242000","60900","13200","N/A","78300","4616200","2995500","1266700","246000","63700","12600","N/A","88000","4674300","3031800","1279000","249800","66900","13500","N/A","89400","4734000","3075500","1280800","263400","73100","12000","N/A","98300","4805300","3111700","1297600","270000","73500","12600","N/A","95700","4864600","3146900","1298200","284100","76700","14900","N/A","106000","4929800","3177000","1307200","285200","84100","14300","N/A","108300","4984200"
"South Dakota","669200","9500","19400","4600","68800","N/A","15500","787000","669800","8700","21800","7700","68000","N/A","15400","791400","672600","14900","22100","7100","69900","N/A","13400","800400","678900","13100","25900","8200","66400","N/A","19200","811600","686400","12500","27100","8400","64800","N/A","21700","821600","686800","11400","28100","9900","62100","N/A","29900","829000","691500","11200","30700","12500","72900","N/A","17000","835800","690400","17400","29800","10800","70200","N/A","18000","837000","692900","18500","32100","10900","73100","N/A","21200","848700","697500","18800","31400","11000","71500","N/A","20500","851300"
"Tennessee","4689100","1018500","280800","89300","10500","N/A","96000","6186200","4712300","1025600","288600","86000","10900","N/A","106200","6230500","4728400","1037000","298900","92000","11900","2600","106800","6277400","4741900","1051300","303200","93100","14200","2700","112300","6318700","4766200","1053600","313600","99200","15100","1700","125400","6374800","4782000","1063400","325900","100700","17900","N/A","131000","6422800","4814000","1058900","338100","114200","14300","N/A","124000","6467700","4847000","1074900","351400","116100","13400","N/A","133900","6538200","4860100","1087600","361800","113800","14700","N/A","144200","6586400","4884500","1088500","378900","120600","17200","N/A","148700","6640900"
"Texas","11107500","2764300","9339100","945800","67200","13100","347400","24584400","11185300","2800200","9596100","972100","63100","13800","375600","25006100","11265800","2874000","9756900","1027500","58600","16300","385300","25384300","11329100","2922400","9947800","1065300","58900","16500","433100","25773000","11417900","3005800","10204600","1135900","55900","15300","444600","26280100","11500100","3074800","10466100","1215700","59000","17500","444100","26777500","11555500","3124600","10671100","1264500","64000","17100","481600","27178300","11559700","3196500","10951000","1317300","69700","18400","508600","27621300","11607500","3251900","11163700","1389300","69200","19200","523100","28024000","11637100","3297200","11300500","1409700","76800","19000","545800","28286200"
"Utah","2190500","26100","353500","51700","27700","23300","51500","2724100","2215000","27400","364700","54100","27300","22800","56200","2767500","2240100","25100","369300","61900","23800","23400","58300","2801700","2267600","26900","380000","63400","28200","24300","58900","2849400","2296400","29900","386600","65900","28900","23300","60800","2891800","2326300","32400","403000","70100","30500","18100","64800","2945200","2361900","29400","413000","70500","22800","28400","73200","2999300","2392300","33000","425000","74200","27000","26600","69300","3047400","2421400","35800","438200","72800","29100","26600","82000","3105900","2452300","32600","455000","72800","31100","25800","84400","3154100"
"Vermont","566500","6900","8700","7300","N/A","N/A","9000","599500","566100","4100","7300","7800","2400","N/A","12100","599800","566700","5600","8300","9100","N/A","N/A","9000","600700","567200","6000","9000","8000","1600","N/A","10900","602700","560600","5300","8700","12000","3400","N/A","9800","6.00E+05","563900","7400","9300","8100","N/A","N/A","11200","602400","560600","5000","11100","6400","2900","N/A","13600","599600","559000","7000","10400","10300","N/A","N/A","12000","600200","557900","6600","11000","11700","2100","N/A","11300","600600","555100","6700","10600","9700","4000","N/A","11900","598100"
"Virginia","5001400","1461300","607000","424100","13400","2200","194500","7703800","5025800","1471200","624900","440600","17900","4500","198900","7783700","5047300","1470000","658500","463400","14500","4000","207900","7865500","5067700","1479900","680500","471600","12900","5200","228000","7945700","5052100","1496200","707400","498800","15600","3100","232800","8006000","5053300","1492500","722700","514300","15000","3000","250500","8051200","5035700","1495100","732600","519200","17600","5500","275100","8080900","5039200","1507600","758500","533400","18100","3200","280700","8140700","5034100","1519400","779900","536700","16100","4500","291400","8182100","5017100","1543100","787100","551900","13600","3900","268300","8185100"
"Washington","4778300","214600","738600","472400","82600","35700","253800","6575900","4795000","216600","769000","492000","78500","36300","267000","6654400","4827200","231100","787000","487500","77900","37300","285000","6732900","4827300","230900","810500","525000","78200","39800","285900","6797800","4844800","226300","837800","539100","75100","44000","320600","6887600","4892000","242200","863700","554600","77500","45800","327000","7002800","4949000","244000","885900","577700","77300","44800","345500","7124100","4976100","246900","916000","617900","68600","42200","372200","7239800","5006200","268700","949700","648800","77900","48100","368600","7368000","5013200","282700","964700","662400","82400","47400","371100","7423900"
"West Virginia","1683100","49500","20200","10300","N/A","N/A","33600","1799000","1686800","51700","18500","10100","2700","N/A","32200","1802200","1680700","55200","21500","11100","N/A","N/A","31100","1801800","1676500","53600","21900","10000","N/A","N/A","33800","1798200","1665200","62000","21100","10700","3400","N/A","29000","1791600","1662300","61000","24000","14900","N/A","N/A","27400","1791500","1646900","61100","24300","13600","2400","N/A","33000","1781700","1631600","64300","20400","14200","2000","N/A","28800","1762100","1620000","63300","22500","13100","1600","N/A","31300","1752300","1609000","55900","24800","14200","3900","N/A","31200","1739000"
"Wisconsin","4622200","330300","325800","124200","43600","1000","86300","5533400","4623500","329100","333100","129100","41600","N/A","91800","5549900","4625000","322100","343400","135700","46400","N/A","93100","5566100","4620800","332800","354300","135800","44100","N/A","103000","5592500","4618400","330700","359100","147000","41500","N/A","105300","5603600","4613000","338600","369600","148700","46100","N/A","104300","5620900","4605200","334800","375000","154200","45800","N/A","107000","5623300","4600500","328100","382000","166800","43500","N/A","120600","5643000","4598500","349400","393600","159500","43800","1900","116200","5662800","4602500","349200","401700","169100","37400","N/A","114100","5677100"
"Wyoming","472000","4100","48800","3700","11400","N/A","8200","548400","473500","4400","49500","4300","9700","N/A","10000","551600","474000","4300","53100","5200","9300","N/A","13000","559000","482300","7200","49700","4600","10200","N/A","13000","567300","479100","6000","55200","5400","10900","N/A","10600","568500","479400","4500","56200","4300","10800","N/A","13500","568900","482500","4000","54700","5200","12800","N/A","9900","569400","474400","5300","56100","4200","12100","N/A","11200","563300","471600","2700","56000","6000","12900","N/A","11100","560300","471600","5400","57100","3400","12300","N/A","12000","562700"
"Puerto Rico","27600","4000","3645000","N/A","N/A","N/A","5200","3684000","25600","N/A","3637000","N/A","N/A","N/A","5200","3671700","22900","N/A","3601200","N/A","N/A","N/A","6100","3634000","21500","2100","3550700","N/A","N/A","N/A","6300","3582000","22300","3000","3481500","N/A","N/A","N/A","4400","3514000","26500","3500","3406000","N/A","N/A","N/A","3900","3443200","35300","2100","3335300","N/A","N/A","N/A","4300","3379100","23000","N/A","3274500","N/A","N/A","N/A","N/A","3304800","30000","4100","3124000","N/A","N/A","N/A","4600","3164400","42600","3100","3106600","N/A","N/A","N/A","9100","3164500"

"Notes"
"Population and demographic data on are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information. "
""
"Population numbers are rounded to the nearest 100."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."

"Definitions"
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."
""
"Persons of Hispanic origin may be of any race; all other racial/ethnic groups are non-Hispanic."


Footnotes
"1. US total excludes Puerto Rico."
