"Title: "
"Timeframe: 2010 - 2019"
"Location","2010__Children 0-18","2010__Adults 19-25","2010__Adults 26-34","2010__Adults 35-54","2010__Adults 55-64","2010__65+","2010__Total","2011__Children 0-18","2011__Adults 19-25","2011__Adults 26-34","2011__Adults 35-54","2011__Adults 55-64","2011__65+","2011__Total","2012__Children 0-18","2012__Adults 19-25","2012__Adults 26-34","2012__Adults 35-54","2012__Adults 55-64","2012__65+","2012__Total","2013__Children 0-18","2013__Adults 19-25","2013__Adults 26-34","2013__Adults 35-54","2013__Adults 55-64","2013__65+","2013__Total","2014__Children 0-18","2014__Adults 19-25","2014__Adults 26-34","2014__Adults 35-54","2014__Adults 55-64","2014__65+","2014__Total","2015__Children 0-18","2015__Adults 19-25","2015__Adults 26-34","2015__Adults 35-54","2015__Adults 55-64","2015__65+","2015__Total","2016__Children 0-18","2016__Adults 19-25","2016__Adults 26-34","2016__Adults 35-54","2016__Adults 55-64","2016__65+","2016__Total","2017__Children 0-18","2017__Adults 19-25","2017__Adults 26-34","2017__Adults 35-54","2017__Adults 55-64","2017__65+","2017__Total","2018__Children 0-18","2018__Adults 19-25","2018__Adults 26-34","2018__Adults 35-54","2018__Adults 55-64","2018__65+","2018__Total","2019__Children 0-18","2019__Adults 19-25","2019__Adults 26-34","2019__Adults 35-54","2019__Adults 55-64","2019__65+","2019__Total",Footnotes
"United States","76898100","27852300","35525300","84922400","36460600","39147500","300806200","76661500","28303400","36000400","84271800","37755000","40088600","303080600","76332200","28596000","36543900","83795900","38285200","41823400","305376600","76054600","28894900","37013500","83185000","39003500","43354000","307505500","76014500","28989200","37613200","82950300","39735100","44909900","310212200","76080400","28950400","37990300","82829900","40508000","46418900","312777900","76088800","28581200","38516100","82305400","41056700","47918100","314466400","76119000","28348600","39097500","82323500","41648400","49485600","317022500","75877700","28020700","39590700","81990600","41897600","51121200","318498500","75307800","27799100","39817700","81478600","42061700","52784400","319249300","1"
"Georgia","2581900","880400","1133400","2742600","1073300","1003000","9414700","2596500","889400","1151000","2733400","1102900","1044300","9517400","2590600","902800","1161700","2726600","1125300","1109400","9616400","2589900","913100","1156600","2720800","1147000","1163500","9690900","2584000","923700","1180500","2723600","1162300","1218700","9792900","2604800","914700","1184900","2741400","1201400","1262700","9909700","2605000","907900","1209700","2730400","1217700","1330400","10001000","2612200","908000","1216400","2754900","1257200","1372700","10121400","2610600","901500","1262600","2743500","1268300","1426400","10212800","2602500","917200","1252700","2744000","1284300","1493300","10294000"
"Hawaii","312500","114800","142500","362300","175500","194100","1301600","314500","110900","155600","353600","178200","199000","1311900","315700","116300","162600","349300","179900","206500","1330300","314700","119600","160800","344100","176500","215900","1331500","313500","116600","170100","344600","178500","224900","1348100","317600","120800","170400","342900","178900","232100","1362600","316300","111500","168000","346000","183500","239300","1364600","312600","100400","169700","341900","182000","249600","1356100","312100","98400","167600","340100","178500","258100","1354800","305800","96200","155600","342900","177500","265000","1343000"
"Idaho","444300","145200","182700","394800","179100","192800","1538900","438000","145600","181700","396300","187100","198600","1547300","438200","148700","181300","396700","191700","206000","1562500","443000","147100","182600","394600","194600","219000","1580900","444300","149600","182500","393200","198900","230500","1598800","446200","147900","186300","397600","202000","237100","1617200","452200","146000","195400","398600","205300","253200","1650700","459700","150200","190100","410500","212000","259700","1682100","462600","150600","203200","414500","212900","275900","1719600","468000","148300","210100","423000","218100","283500","1750900"
"Illinois","3249300","1144800","1561900","3559600","1469700","1551000","12536400","3218200","1159800","1560300","3516500","1521700","1577200","12553800","3173100","1170000","1564000","3486200","1541700","1632900","12567900","3121600","1185300","1565700","3450400","1573600","1674500","12571100","3094700","1170100","1557900","3418400","1609800","1718400","12569400","3048200","1175400","1549800","3387900","1622000","1766500","12549700","3024600","1125300","1560100","3333500","1638300","1809500","12491200","3007500","1114500","1554000","3288200","1654300","1878200","12496600","2965600","1103100","1543200","3251000","1649800","1925700","12438400","2925600","1070400","1556300","3193400","1635400","1981300","12362300"
"Indiana","1651900","570800","725800","1766800","768200","805800","6289300","1652800","577200","720800","1744700","800100","821300","6317100","1639100","585800","733100","1721100","804600","855100","6338800","1634700","585600","734100","1709500","823500","879000","6366500","1621300","593700","738200","1696100","831600","905800","6386700","1623900","607400","730400","1679100","844700","929600","6415100","1621300","602900","738100","1655500","858200","955400","6431400","1613200","593900","753400","1651400","859000","988500","6459400","1609500","585500","762900","1648200","865400","1015400","6487100","1601800","593300","771600","1628100","870700","1046300","6511800"
"Iowa","743700","267000","335900","801000","372300","428400","2948200","744800","264100","351600","781400","387700","434300","2963800","743800","276500","344400","777100","389000","445200","2976000","748100","272500","344600","770700","399800","454700","2990300","744700","271000","349100","766600","401900","468600","3002100","743400","278600","348900","760100","410700","478000","3019800","739500","276700","350500","761100","409900","492800","3030400","754600","273500","348700","753800","415400","499600","3045600","754700","272000","352500","747900","411700","517900","3056800","746500","272600","349600","743900","416000","531600","3060200"
"Kansas","749600","257000","317700","745200","330200","361200","2761000","744700","265900","318200","735000","344500","363800","2772200","744800","263500","334400","723700","347800","373300","2787500","741500","262500","336000","710600","356300","389600","2796500","747600","268100","335200","704100","358800","396900","2810700","742200","261900","334300","706000","365600","406800","2816600","737600","271200","327000","697200","367100","416800","2817000","733800","263400","330000","687500","371900","430900","2817600","727700","260300","325200","688300","371700","441600","2814700","722100","257400","324900","678500","368000","460300","2811200"
"Kentucky","1047900","378400","490000","1195000","538600","557200","4207100","1055500","373400","490100","1184900","552700","571300","4227900","1042800","380600","488700","1174000","558300","590700","4235100","1042400","391900","484700","1160700","568600","612600","4260900","1037200","387100","484100","1155200","573200","632000","4268800","1037500","385700","481200","1142800","584300","651700","4283400","1037000","385100","485100","1129300","587300","663900","4287700","1042300","377400","492700","1119700","590100","684800","4307100","1024400","388100","501600","1104200","591000","711100","4320300","1023000","383900","491400","1096100","592200","732800","4319300"
"Louisiana","1161000","445500","533300","1189000","534300","537300","4400400","1163900","442200","542500","1180600","550400","551600","4431200","1159200","442400","551800","1168700","557200","577700","4457000","1152000","449500","562800","1156700","575900","586400","4483200","1153700","441200","570000","1153600","578400","611500","4508500","1156400","434100","572700","1146300","588200","632500","4530300","1153300","420200","569000","1143100","590300","654600","4530500","1156100","424700","551400","1139300","594900","675100","4541500","1142700","408800","549800","1125800","592700","699600","4519300","1123900","393800","552100","1113600","593300","721800","4498600"
"Maine","280700","99000","129000","386000","192000","203900","1290600","277000","98700","129800","378500","197400","210800","1292200","275000","99000","131300","367300","200600","219300","1292600","266300","103600","129000","361100","204000","227900","1291900","264100","102300","131500","354400","206600","234900","1293800","259000","103000","129600","347800","207900","245300","1292600","264800","93200","137700","340300","208100","249700","1293800","261400","92500","143000","335100","209400","258800","1300200","250700","93700","140400","332500","214300","267900","1299500","247700","97100","142900","328000","208900","277700","1302300"
"Maryland","1395200","511900","663600","1668100","694300","689000","5622200","1393300","511600","675200","1660700","721500","706400","5668600","1394400","514900","698100","1643700","733200","738400","5722700","1392400","510000","711200","1639800","746000","768100","5767500","1397000","515800","719900","1628900","762500","795200","5819300","1383200","530000","709200","1618000","777100","820800","5838300","1393900","496500","726500","1602300","784000","853200","5856500","1387600","500100","723100","1598700","807300","876000","5892900","1378800","491800","712200","1573200","808400","906300","5870800","1369900","474900","720900","1559300","811700","938700","5875500"
"Massachusetts","1469400","561800","743300","1887300","802600","864000","6328400","1461300","568300","746100","1869800","834600","880400","6360600","1454900","566500","775000","1849800","844800","919500","6410600","1439300","584200","786400","1827400","859900","954300","6451500","1437200","597300","802700","1813900","877500","977800","6506500","1432100","595200","818300","1802900","903700","1003400","6555600","1430500","583400","836100","1775300","907200","1038100","6570600","1429000","568000","863800","1765200","922400","1072200","6620600","1412700","581700","873100","1753300","936100","1103100","6659900","1392200","581200","875600","1730600","935300","1135900","6650800"
"Michigan","2425400","872400","1021200","2764700","1251400","1322500","9657600","2373400","913800","1019000","2703900","1294800","1350200","9655100","2344200","922900","1016100","2654300","1316000","1405800","9659300","2314600","929000","1028900","2604100","1343800","1443900","9664300","2288000","929600","1050300","2569200","1356200","1489400","9682700","2274300","919100","1074100","2526500","1362100","1537600","9693800","2251300","909600","1092800","2486200","1384400","1569300","9693500","2231400","896700","1111900","2462600","1393300","1624500","9720300","2228200","890600","1151100","2431200","1392900","1676000","9770000","2211900","884100","1151600","2398300","1391200","1728600","9765600"
"Minnesota","1324500","447000","637300","1489000","634800","655000","5187500","1324500","460600","643700","1464300","654800","674500","5222300","1322100","441600","671300","1443600","680200","697500","5256300","1314000","462000","661400","1432400","690800","727300","5287800","1315900","462200","678600","1416600","710400","746700","5330400","1321800","458100","671100","1421000","722700","770900","5365600","1323400","456800","669100","1408200","733800","801600","5392900","1326200","463800","677000","1407900","744000","827600","5446600","1336600","458400","685900","1398200","752600","857200","5489000","1340700","451900","690600","1387600","752800","891100","5514800"
"Mississippi","786500","265600","322000","776800","345600","370600","2867200","779800","271900","323100","774300","356600","372800","2878500","782800","281500","322600","751900","358400","387300","2884500","765300","278200","325300","750600","367600","402200","2889200","760400","269800","323400","749000","368200","416000","2886800","760300","272600","315100","742700","370000","428600","2889300","755300","272400","314900","735600","373000","436200","2887300","746700","273400","303900","731900","377300","451200","2884500","735000","262100","326400","717600","377300","461000","2879400","727100","254000","315500","719900","376200","474400","2867100"
"Missouri","1460700","533600","663900","1618400","718200","807200","5802000","1455100","522600","686500","1590600","748700","819900","5823500","1441700","527500","695700","1562600","753600","849600","5830600","1428700","546000","694700","1542600","769100","872000","5853100","1427200","534800","703000","1530000","782700","892600","5870200","1428600","547100","685100","1514600","801300","914200","5890900","1437100","514400","693200","1509500","807600","936300","5898000","1424200","510800","720200","1479400","813300","973400","5921300","1405600","519900","714300","1470900","823200","1000600","5934500","1403400","504400","721400","1462200","824200","1024300","5939900"
"Montana","233800","80000","106400","260000","138500","144100","962800","227100","91400","110000","253100","144500","145500","971600","227400","85900","108900","255900","147200","153500","978700","231200","90800","109700","246900","148200","159500","986300","229800","95200","110000","243000","149600","166100","993700","230300","92600","114600","244200","150300","174000","1005900","235300","93300","110000","242200","153400","181000","1015100","230300","95000","115500","246100","151200","184600","1022600","232800","84500","118800","247800","152000","198000","1034000","234600","88300","118100","245200","149100","204100","1039400"
"Nebraska","468600","162200","216300","475300","214200","234500","1771000","469700","170200","209200","471800","222500","238800","1782300","477300","158500","219000","471200","224900","244300","1795100","477800","169100","221900","460100","229600","252600","1811200","485300","161900","223200","459800","233500","260000","1823700","485600","172100","218400","457900","236400","267900","1838400","478400","172800","219500","461800","238400","274200","1845000","482900","167300","229600","453800","243500","282100","1859200","488400","161600","224800","460200","242200","291700","1868900","487200","164300","229300","448800","241300","302600","1873600"
"Nevada","693400","241000","336900","747600","315500","323200","2657600","686100","245900","335400","746700","325800","336000","2675800","683800","250900","341700","749600","329500","355500","2710900","686700","250400","346900","750700","334900","375900","2745400","685800","259200","351300","759100","342200","397700","2795200","689200","254900","359100","769200","351000","419300","2842700","699500","256700","366500","769600","361500","436700","2890400","703900","257000","374200","788600","367700","455300","2946600","707300","251100","386200","791200","373600","473900","2983400","712700","250700","396800","795100","381500","493000","3029700"
"New Hampshire","295400","99700","126400","402300","179800","172400","1276000","290600","104800","126600","394100","184900","177100","1278200","283900","104300","128600","385600","189600","188000","1280100","279900","104900","133000","375700","192300","194900","1280700","279200","109400","132000","368000","196200","201700","1286500","274600","106600","135100","359400","201600","210300","1287600","271000","106400","139200","352900","203600","218100","1291300","264100","104700","147400","345600","208300","226900","1297000","266500","106400","146700","341300","212100","237200","1310300","263700","102700","150800","339100","213700","244100","1314000"
"New Jersey","2140700","706500","977300","2597600","1046800","1151500","8620400","2124200","717200","978400","2571100","1075800","1172100","8638700","2110800","723600","990200","2554700","1096500","1209700","8685500","2105800","734700","997000","2515200","1114900","1249300","8716900","2090600","746900","1002000","2498000","1148200","1270600","8756200","2075400","753700","1003000","2470200","1171400","1302500","8776300","2065300","743200","1007100","2429000","1182700","1335600","8762700","2059500","734100","1026100","2420300","1207500","1376400","8823900","2025600","725800","1002400","2365900","1205500","1403100","8728300","2000100","711700","1015000","2321300","1212800","1438400","8699400"
"New Mexico","538100","194100","222900","534900","257800","270300","2018000","543200","199600","232100","517200","266000","278500","2036500","541900","183200","241700","519800","264300","288400","2039200","531300","196600","234300","509100","265800","303100","2040200","517500","206800","233900","496900","270500","311000","2036700","519400","189400","236500","494500","269500","325900","2035300","502400","188800","239800","492300","271200","334900","2029400","508700","191500","236800","481700","275600","343900","2038200","499900","186400","239200","484500","271000","364300","2045300","490600","183500","238100","485800","269900","373600","2041400"
"New York","4474700","1794500","2323300","5440300","2302700","2524500","18860000","4429100","1833900","2357200","5391800","2367200","2561300","18940500","4412800","1839600","2395400","5333200","2405200","2654000","19040100","4374000","1843800","2443300","5292700","2441800","2724000","19119600","4358300","1828500","2487400","5265900","2478800","2797400","19216400","4327100","1822200","2503400","5223900","2518700","2873900","19269200","4293800","1785100","2520400","5142900","2544000","2935400","19221500","4260400","1761000","2551200","5096700","2573500","3072900","19315700","4182800","1648400","2552500","4945500","2573600","3114200","19016900","4108000","1632400","2537700","4850700","2579200","3200300","18908300"
"North Carolina","2363900","818000","1072500","2652600","1133500","1200600","9241100","2389800","830000","1078300","2642200","1177600","1235300","9353100","2368400","850400","1076500","2654200","1188900","1300800","9439200","2363300","869700","1082800","2633000","1210000","1363700","9522500","2370300","872400","1097900","2640000","1232200","1420100","9632900","2378000","871200","1119400","2634300","1258100","1472700","9733700","2383000","852900","1128500","2653200","1287900","1524500","9829900","2394200","847500","1158700","2658600","1301900","1587700","9948800","2383600","848600","1179600","2653900","1330700","1648100","10044400","2384500","870500","1192200","2635400","1345800","1711300","10139700"
"North Dakota","155800","69800","77900","171400","81500","90900","647200","156000","75600","78800","167100","86200","93400","657100","158900","75000","87000","168300","88400","94300","671900","163900","86200","84500","170800","91200","96900","693500","170700","83300","94700","168300","92200","99300","708400","178800","78300","99100","174300","93900","102100","726400","176600","77400","98100","174800","95000","104200","725900","177000","75100","98500","171900","97600","105700","726000","176400","78600","99300","170000","96800","109600","730600","179000","74500","100400","169900","93200","114000","731000"
"Ohio","2808100","967400","1244400","3184200","1450700","1560900","11215700","2779000","986700","1253500","3123800","1500900","1580700","11224600","2740400","1003300","1250200","3073300","1517000","1637900","11222100","2718900","1004700","1271300","3023400","1539600","1681800","11239600","2716600","997400","1284600","2983500","1559200","1729000","11270300","2710600","995900","1295600","2946300","1573500","1771500","11293300","2685200","982400","1307500","2891500","1594700","1817500","11278700","2677900","987700","1331700","2860600","1600400","1865100","11323500","2662700","973600","1345900","2850100","1597400","1926100","11355900","2650800","964100","1355100","2819400","1588300","1973700","11351500"
"Oklahoma","973000","335400","430900","970500","435000","490700","3635500","975500","337000","437900","960800","453300","500300","3664800","969500","345800","441900","961800","455400","515100","3689500","976900","358600","454200","951400","458600","527100","3726900","974500","361900","456000","947200","465100","544900","3749500","995700","343000","466300","942300","478700","557700","3783700","999300","349300","464500","935700","482500","569500","3800800","995000","342600","463900","934700","486500","581000","3803700","987400","333200","479300","932800","484900","598400","3816100","980100","349100","471600","927700","487600","610700","3826900"
"Oregon","899300","337500","461600","1029600","512100","523900","3764000","883700","347700","472100","1021800","524900","543200","3793500","889500","342500","473800","1022400","523900","573300","3825500","883400","351200","466000","1023800","533700","593400","3851600","881500","340100","487200","1018900","538600","623300","3889600","883000","350800","488300","1032500","542700","651400","3948700","895000","352400","509800","1034000","544500","678800","4014500","903000","343700","524300","1051600","544500","696000","4063000","898000","347300","531100","1066100","539100","729300","4110800","883800","347500","529800","1078300","532400","757100","4128900"
"Pennsylvania","2887900","1080100","1316200","3498500","1622900","1888100","12293700","2859400","1083200","1328700","3467600","1673400","1906100","12318300","2823400","1112700","1358700","3386800","1702100","1963900","12347600","2790100","1095600","1381600","3338100","1726200","2012600","12344300","2778000","1072200","1432100","3272400","1759700","2053700","12368000","2776500","1065700","1427900","3236200","1776400","2103800","12386400","2749900","1043600","1465400","3173800","1789000","2143000","12364700","2746700","1028600","1466600","3152500","1796600","2198200","12389100","2720200","1027000","1475100","3119700","1794800","2251300","12388100","2707100","976800","1520200","3071300","1790900","2311300","12377600"
"Rhode Island","231100","98900","107200","296000","132300","143700","1009200","226100","98000","112000","290400","135600","145400","1007400","224900","98400","114300","283400","135300","151600","1007900","218300","100100","116500","279300","139500","154800","1008600","221400","96200","120400","275700","139900","160200","1013700","218700","97300","122000","271300","143900","161200","1014400","216000","97300","121500","266800","146500","165700","1013900","214900","94600","126200","263400","146900","169900","1015900","207500","92700","128900","262200","147700","175000","1014000","210100","89100","129300","256900","150800","180800","1017100"
"South Carolina","1122600","418300","491500","1243400","584800","616000","4476500","1122300","421300","498300","1235400","603800","638500","4519500","1127200","420600","512200","1227500","603800","677700","4569100","1115200","435700","516300","1225900","615200","708000","4616200","1120500","423600","532700","1227900","626400","743300","4674300","1115400","444800","530600","1228900","637500","776800","4734000","1138400","417000","555100","1231700","651200","811800","4805300","1134400","418700","554800","1246100","661400","849200","4864600","1151000","423000","558000","1243300","673500","880900","4929800","1147200","409100","578700","1241500","689000","918700","4984200"
"South Dakota","210300","71100","88500","209800","95600","111600","787000","208400","71900","90600","205600","100400","114400","791400","209200","73100","95600","200700","108800","113000","800400","207800","74200","97100","206200","109100","117300","811600","214600","77700","96500","200900","110100","121900","821600","216900","73500","98500","199400","112500","128100","829000","219700","73500","102800","194500","114400","131000","835800","214000","72000","104100","196700","114400","135800","837000","219200","77100","96400","200300","116700","139000","848700","219100","70100","98100","199900","115900","148200","851300"
"Tennessee","1550000","543900","716400","1757800","783200","834900","6186200","1540600","560800","727000","1737600","813800","850700","6230500","1545700","566500","726800","1729100","815700","893600","6277400","1541500","579300","732400","1720800","825000","919700","6318700","1544200","593800","731500","1709900","839900","955400","6374800","1547200","581200","746800","1711000","850600","986000","6422800","1550200","568700","764400","1710800","856600","1016900","6467700","1561400","560900","791900","1706900","874700","1042400","6538200","1557800","571500","788700","1709100","884500","1074700","6586400","1560800","574000","820300","1687000","890200","1108800","6640900"
"Texas","7152100","2424400","3101500","6775200","2593400","2537800","24584400","7238200","2458500","3163000","6815100","2711200","2620200","25006100","7248300","2501100","3236000","6872800","2772200","2753900","25384300","7302000","2550900","3294900","6904600","2844400","2876200","25773000","7378100","2584900","3377300","7000600","2927300","3011800","26280100","7486900","2601500","3445000","7092600","3017900","3133700","26777500","7572200","2623000","3540400","7108400","3078400","3255900","27178300","7659600","2612700","3587100","7243100","3155200","3363600","27621300","7705100","2642800","3631000","7333600","3200800","3510700","28024000","7688200","2647900","3687100","7375600","3233100","3654400","28286200"
"Utah","905700","300900","395500","636400","239500","246200","2724100","913300","307700","392100","644900","255200","254300","2767500","907500","316300","396300","656800","257800","267000","2801700","927800","312000","391200","674500","264900","279100","2849400","936000","311100","391100","685900","277100","290600","2891800","946200","324800","385800","703900","280700","303800","2945200","962600","323000","393900","714400","290000","315500","2999300","960500","325400","398900","736000","296800","329800","3047400","966500","337300","403600","756700","298400","343200","3105900","971200","342700","414800","764200","3.00E+05","361200","3154100"
"Vermont","131800","47700","62800","178900","90200","88100","599500","128000","50500","61000","175900","93400","90900","599800","126300","52900","61900","168300","94300","96900","600700","129300","47400","63800","167900","93900","100500","6.03E+05","124200","51100","64000","162600","95700","102500","6.00E+05","120800","49800","67900","160100","97700","106100","602400","122200","50800","63700","156500","95100","111400","599600","119800","52500","65500","151900","96300","114300","600200","117000","48400","68700","151600","95700","119200","600600","116400","51200","66400","147900","94400","121800","598100"
"Virginia","1920300","689600","9.14E+05","2268000","957500","954400","7703800","1924200","710400","9.34E+05","2246800","984600","983900","7783700","1923800","705400","9.64E+05","2242600","992800","1036800","7865500","1933100","717100","9.73E+05","2229600","1013300","1079800","7945700","1937000","733100","9.75E+05","2212600","1031700","1117100","8006000","1937100","720800","9.76E+05","2209100","1048700","1159900","8051200","1927900","708400","9.76E+05","2195400","1072000","1201400","8080900","1925700","717900","9.83E+05","2188700","1079500","1245700","8140700","1932900","702300","9.97E+05","2167600","1086400","1295800","8182100","1917000","684600","9.81E+05","2165300","1104300","1332800","8185100"
"Washington","1641800","599200","809300","1873700","838600","813300","6575900","1628700","613700","838600","1860100","872100","841100","6654400","1634300","616800","849400","1862500","883700","886200","6732900","1637100","621700","871200","1845600","891500","930800","6797800","1651200","630600","881700","1845500","906500","972100","6887600","1660800","634300","912500","1857300","925400","1012400","7002800","1677900","635600","926300","1882200","940200","1062100","7124100","1701700","628700","965900","1899400","949100","1095000","7239800","1710100","622000","1023700","1913600","955800","1142800","7368000","1707100","619900","1028200","1926900","954000","1187800","7423900"
