"Location","2010__White","2010__Black","2010__Hispanic","2010__Asian/Native Hawaiian and Pacific Islander","2010__American Indian/Alaska Native","2010__Multiple Races","2010__Total","2011__White","2011__Black","2011__Hispanic","2011__Asian/Native Hawaiian and Pacific Islander","2011__American Indian/Alaska Native","2011__Multiple Races","2011__Total","2012__White","2012__Black","2012__Hispanic","2012__Asian/Native Hawaiian and Pacific Islander","2012__American Indian/Alaska Native","2012__Multiple Races","2012__Total","2013__White","2013__Black","2013__Hispanic","2013__Asian/Native Hawaiian and Pacific Islander","2013__American Indian/Alaska Native","2013__Multiple Races","2013__Total","2014__White","2014__Black","2014__Hispanic","2014__Asian/Native Hawaiian and Pacific Islander","2014__American Indian/Alaska Native","2014__Multiple Races","2014__Total","2015__White","2015__Black","2015__Hispanic","2015__Asian/Native Hawaiian and Pacific Islander","2015__American Indian/Alaska Native","2015__Multiple Races","2015__Total","2016__White","2016__Black","2016__Hispanic","2016__Asian/Native Hawaiian and Pacific Islander","2016__American Indian/Alaska Native","2016__Multiple Races","2016__Total","2017__White","2017__Black","2017__Hispanic","2017__Asian/Native Hawaiian and Pacific Islander","2017__American Indian/Alaska Native","2017__Multiple Races","2017__Total","2018__White","2018__Black","2018__Hispanic","2018__Asian/Native Hawaiian and Pacific Islander","2018__American Indian/Alaska Native","2018__Multiple Races","2018__Total","2019__White","2019__Black","2019__Hispanic","2019__Asian/Native Hawaiian and Pacific Islander","2019__American Indian/Alaska Native","2019__Multiple Races","2019__Total",Footnotes
"United States","20417100","9807900","12246200","1833000","557700","1218400","46080300","20968500","10187700","13127400","1931100","584600","1391600","48190800","21054300","10279700","13118700","2049300","582100","1391200","48475300","21287300","10258400","13029900","2064500","588700","1427600","48656500","20744700","10101800","13051200","2088300","575700","1467000","48028600","19980100","9616900","12479300","2084800","524300","1391900","46077300","19282800","9047000","11795000","2092900","556500","1418400","44192500","18525600","8796700","11129000","2041200","535200","1359100","42386900","18080900","8647800","11060100","1987100","509500","1359000","41644300","17328200","8244000","10174200","1800200","514100","1322600","39383200","1"
"Ohio","1147700","444400","109400","24800","3400","51600","1781400","1167600","471600","101800","20500","3500","77900","1842800","1144100","475800","102500","26300","3400","75200","1827200","1117700","443400","91800","22000","3800","72600","1751300","1104100","460900","108200","31300","4200","79700","1788500","1020800","435600","105700","34500","4700","80900","1682200","988800","418000","104400","35100","4000","76600","1626800","951300","385300","111500","35100","5300","81000","1569400","971600","385800","108600","32900","5200","75700","1579700","888600","372800","107400","25800","3300","78500","1476400"
"Oklahoma","320300","74300","100100","10300","59500","56700","621200","336000","89900","96200","10500","53100","58300","644100","332500","73200","103500","9700","61700","56500","637300","329300","82300","83600","11400","63600","53300","623600","325000","78500","100600","11200","59300","43300","618000","314800","74600","96700","14200","52200","62700","615200","306900","75100","101500","12400","62800","54300","612900","309200","67700","91600","8200","57800","50400","584900","294100","80300","96500","9100","53600","55300","588900","308600","74000","93800","12500","57100","45900","592000"
"Oregon","390000","23800","130100","24100","8400","23400","599700","420200","21100","134700","31000","13000","23100","643200","418200","24300","137400","24500","13500","23600","641600","422600","19900","126400","30700","8200","27600","635500","395700","24900","126600","29100","9300","39800","625400","384300","24200","128700","24600","9100","24800","595700","339800","18000","117900","27200","9200","26400","538500","358700","18500","100200","26100","8600","24700","536800","330700","13000","102800","19100","8100","27000","500700","311600","19900","89200","24000","7200","23500","475400"
"Pennsylvania","944600","348500","223800","48700","N/A","54600","1622700","945600","372600","242200","56300","3200","52500","1672400","973800","366600","263900","59200","2600","47900","1714000","950900","363200","268900","69800","N/A","47900","1702300","953800","364500","242700","59500","3100","50700","1674400","868100","352200","257200","63300","N/A","54700","1599000","891900","335400","245200","54300","5700","51000","1583500","863700","328100","253200","59600","3900","44400","1552900","829000","314900","246800","59400","2700","56000","1508700","815200","315000","260400","56000","4600","50400","1501600"
"Rhode Island","74700","20900","41900","N/A","N/A","6100","147800","72500","13400","45200","7800","N/A","4800","144700","72500","13100","44100","3400","N/A","5600","139800","61900","14600","52500","3800","N/A","7300","141900","77000","10100","46200","N/A","N/A","4400","144400","70500","10200","42100","7100","N/A","6800","138600","70300","11600","35500","3700","N/A","7600","129200","58500","12200","38000","5200","N/A","4300","118800","57600","8600","48700","7200","N/A","5100","127300","50800","14600","37000","2100","N/A","4300","109200"
"South Carolina","342900","373800","73600","5800","3000","14000","813200","362300","392900","73000","7000","4500","17400","857000","375300","354600","70100","10100","2800","20300","833300","375400","376800","71900","13600","N/A","20100","859700","354800","375900","76500","7900","3000","26500","844500","350600","332200","67700","12200","2300","17500","782500","310100","312400","69000","8100","N/A","28800","730000","326400","314600","73400","10600","3100","22400","750500","315000","328100","69900","8800","N/A","18700","744700","293500","303200","60600","8300","3000","18000","686600"
"South Dakota","67800","N/A","5300","N/A","34700","6100","117500","57400","4800","5400","N/A","31900","2100","101700","59700","4700","8500","N/A","32700","N/A","107200","65900","N/A","5200","2200","32100","N/A","111600","63400","N/A","10200","N/A","36300","N/A","121100","59500","N/A","N/A","N/A","30200","N/A","107300","56300","N/A","9400","N/A","40400","5600","115000","54300","N/A","4800","N/A","37400","N/A","102200","60400","N/A","8200","N/A","37000","N/A","113100","53600","N/A","N/A","N/A","30500","N/A","93800"
"Tennessee","658400","294400","96100","11400","2600","27800","1090600","671900","316400","93700","10100","3000","33200","1128300","669200","306500","108500","15500","1700","30700","1132200","687000","316300","99700","9000","2000","32200","1146100","684600","324400","114600","14700","2900","34800","1176000","666500","272800","96600","8900","3200","31100","1079000","602000","276500","96900","12300","N/A","25500","1015200","593700","260100","85500","13800","2900","27900","983900","576400","292500","97000","15000","3700","31900","1016600","547700","231600","94400","8900","N/A","34600","922000"
"Texas","1039400","680700","2475100","112400","12100","56100","4375900","1049200","691200","2657400","120800","11900","63400","4593800","1065100","703100","2563300","118900","11900","67900","4530200","1059400","721000","2533300","116700","9100","78300","4517700","1051000","693400","2569200","128800","6800","75800","4525100","992500","654600","2371200","132500","11500","65800","4228100","1028200","636100","2374200","137800","8300","71600","4256100","983800","607300","2237600","132200","12400","65700","4039000","969000","640200","2322100","146300","7800","65800","4151100","924900","606300","2111600","131500","9200","64200","3847700"
"Utah","225500","9000","98600","15500","8300","7300","364300","229500","N/A","106100","15800","10800","11600","378500","210900","3900","94100","16400","8400","11200","345000","229600","7800","92400","19100","7400","8800","365000","205300","7000","92400","15700","9000","13300","342700","211600","10800","76000","18000","8700","9200","334200","194000","11500","74300","14300","8300","9100","311400","190400","6500","66800","13200","7800","7500","292100","176300","7200","62300","10400","8100","7800","272200","181100","14300","71900","12000","7300","10400","296900"
"Vermont","64200","N/A","N/A","N/A","N/A","N/A","71500","58500","N/A","N/A","N/A","N/A","N/A","65900","62300","N/A","N/A","N/A","N/A","N/A","68200","72300","N/A","N/A","N/A","N/A","2000","77400","55100","N/A","N/A","N/A","N/A","N/A","61000","50500","N/A","N/A","N/A","N/A","N/A","57900","61900","N/A","N/A","N/A","N/A","N/A","67000","60200","N/A","N/A","N/A","N/A","N/A","66700","60800","N/A","2500","N/A","N/A","N/A","66900","54600","N/A","1300","N/A","N/A","N/A","60800"
"Virginia","437700","287800","89500","36500","N/A","24400","878000","441800","283300","115100","36000","2500","32700","911500","451400","305600","102600","41700","2200","33200","936600","448600","312200","107400","34700","N/A","31100","935300","450000","321400","107600","42300","2800","31200","955300","452000","293900","103900","41400","N/A","29800","922600","432300","272000","112200","37600","1700","40000","895900","411700","271200","93500","36400","N/A","37900","852400","416600","276100","101800","43900","2500","32600","873500","383800","248600","98700","38800","N/A","36400","807400"
"Washington","494200","54900","224300","54900","23600","40100","892000","518100","56400","227900","63000","21200","48300","934900","513100","53200","209400","70800","22700","45600","914900","532200","57700","217100","72200","18900","50700","948700","510200","51900","190300","78600","20700","63700","915400","504000","56200","190700","67300","18500","49400","886000","454600","53600","172900","59800","18700","51200","810800","437500","49600","193200","63700","19900","46800","810800","415000","52600","163500","72700","14000","52000","769700","407300","44500","157700","58100","15600","37300","720500"
"West Virginia","297000","13700","6300","2100","N/A","12100","331600","301000","17600","4100","2000","N/A","10700","335500","277000","19400","5200","N/A","N/A","7200","311300","289500","16900","6600","N/A","N/A","10700","325500","284200","18700","6700","2000","N/A","8700","321400","287400","16900","5000","2700","N/A","7100","319100","290600","14900","6500","N/A","N/A","10400","325700","299300","19600","5400","N/A","N/A","8200","336500","275800","16500","3800","N/A","N/A","10800","310600","242100","15300","N/A","N/A","N/A","9700","274200"
"Wisconsin","457900","121300","82500","25500","13500","22300","723000","468800","134000","89100","22500","11300","26800","752500","434200","123400","96400","30500","11300","20900","716800","477400","124800","103700","23800","12400","19300","761300","439400","116000","98500","31600","13200","26000","724600","405900","108500","83800","22400","10200","19500","650300","405000","104700","90800","28900","12400","21200","663000","380900","95700","78400","23900","11600","25200","615600","378100","114200","62800","24000","10700","19900","609800","343900","85400","77900","18400","8800","17400","551900"
"Wyoming","43100","N/A","9100","N/A","3500","2200","58800","50100","N/A","6700","N/A","2100","1900","62100","52400","N/A","11300","N/A","2900","N/A","70600","39900","N/A","13200","N/A","2700","N/A","59900","44400","N/A","16400","1900","3300","N/A","68300","46900","N/A","7000","N/A","1600","N/A","58200","50400","N/A","9800","N/A","2800","N/A","66900","48000","N/A","12000","N/A","3400","N/A","66500","45400","N/A","11400","N/A","2800","N/A","62400","41500","N/A","8300","N/A","N/A","2300","56000"
"Puerto Rico","10500","N/A","1638400","N/A","N/A","2600","1653300","10500","N/A","1658500","N/A","N/A","2500","1672700","8800","N/A","1614900","N/A","N/A","3100","1627300","7100","N/A","1627300","N/A","N/A","2800","1638700","5700","N/A","1605700","N/A","N/A","2400","1615100","10900","N/A","1569300","N/A","N/A","N/A","1585400","13300","N/A","1473700","N/A","N/A","1700","1489800","7100","N/A","1461600","N/A","N/A","N/A","1471100","11000","N/A","1353800","N/A","N/A","N/A","1367800","14200","N/A","1354500","N/A","N/A","5300","1376200"

"Notes"
"Data are for the total population. Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $20,578 in 2019. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2019 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."

"Definitions"
"Persons of Hispanic origin may be of any race; all other racial/ethnic groups are non-Hispanic. "
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
